State,Latitude,Longitude,Date,SWE,Precipitation,Cumulative_Precipitation,Max_Temp,Min_Temp
ID,-115.35,43.27,16760,20,0,86,5.7,-8.7
ID,-115.35,43.27,16759,25,0,86,1.4,-7.4
ID,-115.35,43.27,16758,15,15,71,5.2,-3.4
ID,-115.35,43.27,16757,13,5,66,3.2,-3.6
ID,-115.35,43.27,16756,13,0,66,5,-2.8
ID,-115.35,43.27,16755,13,0,66,0.5,-4.2
ID,-114.83,43.48,16762,25,0,71,8.3,-4.9
ID,-114.83,43.48,16761,25,0,71,6.1,-9.5
ID,-114.83,43.48,16760,25,0,71,3.3,-11.5
ID,-114.83,43.48,16759,25,0,71,3.1,-9.8
ID,-114.83,43.48,16758,18,8,64,3.9,-4
ID,-114.83,43.48,16757,15,3,61,3.6,-4
ID,-114.83,43.48,16756,10,3,58,5.2,-3.9
ID,-114.83,43.48,16755,10,0,58,4.3,-5.2
ID,-115.23,44.3,16762,61,3,117,7.2,-11.3
ID,-115.23,44.3,16761,61,0,117,2.1,-13.8
ID,-115.23,44.3,16760,61,0,117,1.5,-18
ID,-115.23,44.3,16759,61,0,117,0.2,-17.1
ID,-115.23,44.3,16758,41,20,97,0.4,-13.2
ID,-115.23,44.3,16757,41,0,97,0.6,-13.3
ID,-115.23,44.3,16756,33,8,89,0.6,-8.4
ID,-115.23,44.3,16755,33,0,89,0,-12.3
ID,-113.94,43.74,16762,38,0,79,6.4,-7
ID,-113.94,43.74,16761,38,0,79,7.1,-11.8
ID,-113.94,43.74,16760,38,0,79,2.8,-20.2
ID,-113.94,43.74,16759,38,3,76,-2.9,-19.6
ID,-113.94,43.74,16758,30,8,69,2,-16.9
ID,-113.94,43.74,16757,33,0,69,-1.2,-15.6
ID,-113.94,43.74,16756,30,3,66,1.8,-15.6
ID,-113.94,43.74,16755,30,0,66,-3.2,-16
ID,-114.67,43.6,16762,81,0,124,6.6,0.4
ID,-114.67,43.6,16761,81,0,124,7.8,0.9
ID,-114.67,43.6,16760,81,0,124,2.5,-4.8
ID,-114.67,43.6,16759,81,0,124,-3.4,-9.9
ID,-114.67,43.6,16758,56,15,109,-0.2,-6.2
ID,-114.67,43.6,16757,51,3,107,-1.5,-7.8
ID,-114.67,43.6,16756,48,3,104,-0.7,-7.2
ID,-114.67,43.6,16755,48,0,104,-1.2,-8.6
ID,-114.67,43.88,16762,43,0,91,6.7,-11.8
ID,-114.67,43.88,16761,43,0,91,8.7,-11.8
ID,-114.67,43.88,16760,43,0,91,6.4,-19.6
ID,-114.67,43.88,16759,43,0,91,-1.7,-19.4
ID,-114.67,43.88,16758,25,18,74,0,-12.6
ID,-114.67,43.88,16757,25,0,74,0.3,-12.6
ID,-114.67,43.88,16756,20,3,71,3.4,-6.7
ID,-114.67,43.88,16755,23,0,71,1.4,-10.7
ID,-113.93,43.61,16762,13,3,61,8.3,-5.5
ID,-113.93,43.61,16761,13,0,61,7.5,-9.3
ID,-113.93,43.61,16760,13,0,61,2.5,-14.2
ID,-113.93,43.61,16759,13,0,61,3.5,-11.9
ID,-113.93,43.61,16758,8,5,56,1.1,-9.9
ID,-113.93,43.61,16757,5,3,53,4.4,-9.7
ID,-113.93,43.61,16756,0,5,48,2.8,-8.6
ID,-113.93,43.61,16755,0,0,48,3.9,-8.8
ID,-114.16,43.71,16762,38,3,99,4.7,-5.8
ID,-114.16,43.71,16761,38,0,99,5,-7.6
ID,-114.16,43.71,16760,38,0,99,2,-13.9
ID,-114.16,43.71,16759,38,0,99,-0.1,-13.4
ID,-114.16,43.71,16758,28,10,89,0.7,-11.6
ID,-114.16,43.71,16757,28,0,89,0.4,-11.5
ID,-114.16,43.71,16756,28,0,89,1.3,-10.4
ID,-114.16,43.71,16755,28,0,89,0.8,-11
ID,-115.44,44.05,16762,66,0,135,8.5,-0.5
ID,-115.44,44.05,16761,66,0,135,9.6,-1.5
ID,-115.44,44.05,16760,66,0,135,5.4,-7.4
ID,-115.44,44.05,16759,66,0,135,-0.5,-8
ID,-115.44,44.05,16758,46,20,114,2.8,-4.4
ID,-115.44,44.05,16757,41,5,109,1.6,-5.8
ID,-115.44,44.05,16756,36,5,104,1.8,-5
ID,-115.44,44.05,16755,33,3,102,-0.2,-6.5
ID,-114.26,43.82,16762,51,5,81,4.4,-7.1
ID,-114.26,43.82,16761,51,0,81,5.6,-10.2
ID,-114.26,43.82,16760,51,0,81,1.1,-15.5
ID,-114.26,43.82,16759,51,0,81,-3,-16.3
ID,-114.26,43.82,16758,38,10,71,-1.2,-14.2
ID,-114.26,43.82,16757,38,0,71,-1,-14.3
ID,-114.26,43.82,16756,30,8,64,0.7,-11.8
ID,-114.26,43.82,16755,30,0,64,-1.8,-13.1
ID,-115.57,43.51,16762,10,15,56,8.4,-5.5
ID,-115.57,43.51,16761,10,0,56,7.1,-9.6
ID,-115.57,43.51,16760,10,0,56,3.2,-10.7
ID,-115.57,43.51,16759,10,0,56,2.1,-6.5
ID,-115.57,43.51,16758,0,13,43,3.8,-3.7
ID,-115.57,43.51,16757,0,0,43,4.2,-3.6
ID,-115.57,43.51,16756,0,3,41,5.7,-2.8
ID,-115.57,43.51,16755,0,0,41,2.7,-2.1
ID,-114.21,43.86,16762,30,0,64,7.4,-12.4
ID,-114.21,43.86,16761,30,0,64,9.3,-13.6
ID,-114.21,43.86,16760,30,0,64,3.6,-21.8
ID,-114.21,43.86,16759,30,0,64,-1.9,-20.2
ID,-114.21,43.86,16758,25,5,58,2.3,-15.8
ID,-114.21,43.86,16757,25,0,58,0.4,-15.2
ID,-114.21,43.86,16756,20,3,56,3.1,-12.7
ID,-114.21,43.86,16755,20,0,56,-1.6,-13.9
ID,-115.24,43.76,16762,69,3,124,4.6,-0.6
ID,-115.24,43.76,16761,69,0,124,7.2,-0.3
ID,-115.24,43.76,16760,69,0,124,5,-6.7
ID,-115.24,43.76,16759,69,0,124,-2.3,-9.3
ID,-115.24,43.76,16758,46,25,99,1.3,-5.5
ID,-115.24,43.76,16757,43,3,97,0.6,-7.3
ID,-115.24,43.76,16756,43,0,97,0.9,-7.5
ID,-115.24,43.76,16755,43,0,97,-1.8,-7.9
ID,-114.71,43.87,16762,91,3,112,3.9,-3.7
ID,-114.71,43.87,16761,91,0,112,5.7,-4.7
ID,-114.71,43.87,16760,91,0,112,0.6,-11.5
ID,-114.71,43.87,16759,91,0,112,-4.5,-12.8
ID,-114.71,43.87,16758,74,18,94,-0.9,-9.8
ID,-114.71,43.87,16757,74,0,94,-1.8,-10.7
ID,-114.71,43.87,16756,71,3,91,-1.3,-9.3
ID,-114.71,43.87,16755,71,0,91,-4,-12
ID,-115.27,43.95,16762,30,0,107,10.1,-11
ID,-115.27,43.95,16761,30,0,107,13.8,-14.4
ID,-115.27,43.95,16760,30,0,107,8.9,-19.8
ID,-115.27,43.95,16759,30,0,107,5.3,-17.3
ID,-115.27,43.95,16758,10,23,84,2.3,-6.3
ID,-115.27,43.95,16757,10,0,84,4.3,-7.2
ID,-115.27,43.95,16756,0,10,74,3.9,-5.9
ID,-115.27,43.95,16755,0,0,74,3.2,-6.8
ID,-114.49,44.47,16762,79,0,99,5.6,-4.2
ID,-114.49,44.47,16761,79,0,99,7.2,-5.4
ID,-114.49,44.47,16760,79,0,99,2.1,-9.3
ID,-114.49,44.47,16759,79,0,99,-5.6,-15.6
ID,-114.49,44.47,16758,61,18,81,-1.8,-11.3
ID,-114.49,44.47,16757,61,0,81,-1.7,-11.9
ID,-114.49,44.47,16756,56,3,79,-0.4,-8.6
ID,-114.49,44.47,16755,56,0,79,-3.5,-13.9
ID,-113.97,43.63,16762,33,0,79,7.2,-1.5
ID,-113.97,43.63,16761,33,0,79,8.1,-2.9
ID,-113.97,43.63,16760,33,0,79,3.4,-9.2
ID,-113.97,43.63,16759,33,0,79,-0.3,-9.6
ID,-113.97,43.63,16758,25,10,69,0.7,-8.7
ID,-113.97,43.63,16757,25,0,69,1.9,-8.7
ID,-113.97,43.63,16756,20,3,66,1.6,-7.1
ID,-113.97,43.63,16755,20,0,66,-0.1,-8
ID,-115.44,43.63,16762,86,0,168,5.3,-6.2
ID,-115.44,43.63,16761,86,0,168,5.7,-8.6
ID,-115.44,43.63,16760,86,0,168,2.4,-13
ID,-115.44,43.63,16759,86,0,168,-2.3,-14.2
ID,-115.44,43.63,16758,64,20,147,2.4,-3.6
ID,-115.44,43.63,16757,56,10,137,0.6,-6.3
ID,-115.44,43.63,16756,48,3,135,1,-6.1
ID,-115.44,43.63,16755,48,3,132,-1.5,-9.6
ID,-114.85,43.8,16762,124,0,203,4.1,-1.3
ID,-114.85,43.8,16761,124,0,203,10,-3.1
ID,-114.85,43.8,16760,124,0,203,5.6,-8.6
ID,-114.85,43.8,16759,122,5,198,-5.1,-11.7
ID,-114.85,43.8,16758,97,38,160,-1,-8.5
ID,-114.85,43.8,16757,91,8,152,-1.3,-11.5
ID,-114.85,43.8,16756,86,8,145,-0.4,-8.2
ID,-114.85,43.8,16755,86,0,145,-3.9,-11.7
ID,-117.04,47.86,16762,28,3,183,4.5,-0.9
ID,-117.04,47.86,16761,28,0,183,3.2,-2.1
ID,-117.04,47.86,16760,28,0,183,0.9,-4
ID,-117.04,47.86,16759,28,0,183,-0.6,-4.2
ID,-117.04,47.86,16758,28,0,183,1.5,-2.8
ID,-117.04,47.86,16757,28,0,183,2,-2.9
ID,-117.04,47.86,16756,8,20,163,6.2,-2.3
ID,-117.04,47.86,16755,5,3,160,-0.3,-3.3
ID,-116.85,46.81,16762,33,0,185,3.7,-1
ID,-116.85,46.81,16761,33,3,183,3.7,-3.5
ID,-116.85,46.81,16760,33,0,183,-0.8,-6.8
ID,-116.85,46.81,16759,33,0,183,-2,-6.6
ID,-116.85,46.81,16758,30,5,178,-0.8,-2.1
ID,-116.85,46.81,16757,33,0,178,-0.2,-2.6
ID,-116.85,46.81,16756,23,25,152,4.8,-3
ID,-116.85,46.81,16755,23,3,150,-1.8,-4.6
ID,-116.27,47.15,16762,28,0,188,5,-1.5
ID,-116.27,47.15,16761,25,0,188,1.5,-3.3
ID,-116.27,47.15,16760,20,0,188,-1.1,-7.2
ID,-116.27,47.15,16759,18,3,185,-2.9,-7.1
ID,-116.27,47.15,16758,15,3,183,-0.5,-3.7
ID,-116.27,47.15,16757,15,3,180,0.1,-2.4
ID,-116.27,47.15,16756,10,20,160,4.8,-2.9
ID,-116.27,47.15,16755,8,3,157,-1.7,-4.4
ID,-116.12,46.84,16762,74,3,226,5.2,-1.3
ID,-116.12,46.84,16761,71,3,224,5.3,-3
ID,-116.12,46.84,16760,74,3,221,-0.2,-7.5
ID,-116.12,46.84,16759,71,0,221,-3.2,-9.2
ID,-116.12,46.84,16758,69,0,221,-3,-5
ID,-116.12,46.84,16757,71,0,221,-2.8,-4.7
ID,-116.12,46.84,16756,43,33,188,1.7,-5.5
ID,-116.12,46.84,16755,43,0,188,-3.7,-6.5
ID,-116.07,48.31,16762,173,3,577,2.6,-2.2
ID,-116.07,48.31,16761,170,0,577,2.9,-4.9
ID,-116.07,48.31,16760,173,0,577,-1.8,-8.5
ID,-116.07,48.31,16759,188,0,577,-4.7,-10.8
ID,-116.07,48.31,16758,198,0,577,-1.6,-6.2
ID,-116.07,48.31,16757,213,3,574,-2.1,-4.5
ID,-116.07,48.31,16756,150,97,478,3.6,-5.1
ID,-116.07,48.31,16755,150,0,478,-2.6,-5.1
ID,-115.96,47.08,16762,160,0,320,3.8,0.1
ID,-115.96,47.08,16761,160,0,320,4.5,-0.9
ID,-115.96,47.08,16760,160,0,320,-0.2,-8.2
ID,-115.96,47.08,16759,160,0,320,-4.5,-10.9
ID,-115.96,47.08,16758,157,3,318,-2.5,-6.1
ID,-115.96,47.08,16757,157,0,318,-3.5,-5.8
ID,-115.96,47.08,16756,81,76,241,1.2,-6
ID,-115.96,47.08,16755,81,0,241,-3.9,-6.8
ID,-116.34,46.95,16762,18,3,152,12.3,-5.8
ID,-116.34,46.95,16761,15,0,152,10.9,-8.2
ID,-116.34,46.95,16760,10,0,152,7.3,-9.2
ID,-116.34,46.95,16759,10,0,152,6.8,-8.4
ID,-116.34,46.95,16758,10,0,152,2.3,-2.6
ID,-116.34,46.95,16757,10,0,152,7.7,-2.2
ID,-116.34,46.95,16756,8,10,142,6.7,-0.5
ID,-116.34,46.95,16755,0,18,124,6.1,-1.8
ID,-115.78,47.53,16762,38,0,216,8.3,-3.8
ID,-115.78,47.53,16761,28,3,213,7.7,-6
ID,-115.78,47.53,16760,13,3,211,4.8,-8.4
ID,-115.78,47.53,16759,13,0,211,2.9,-8.4
ID,-115.78,47.53,16758,13,0,211,1,-2.3
ID,-115.78,47.53,16757,13,0,211,2.1,-1
ID,-115.78,47.53,16756,3,36,175,4.4,-2.1
ID,-115.78,47.53,16755,3,0,175,-0.6,-2.7
ID,-115.7,47.46,16762,58,0,208,5.2,-0.4
ID,-115.7,47.46,16761,51,3,206,4.8,-2.4
ID,-115.7,47.46,16760,51,3,203,-0.4,-6.9
ID,-115.7,47.46,16759,56,0,203,-3.2,-8
ID,-115.7,47.46,16758,53,0,203,-1.3,-4.7
ID,-115.7,47.46,16757,61,0,203,-0.9,-3.5
ID,-115.7,47.46,16756,25,46,157,2.3,-4.3
ID,-115.7,47.46,16755,28,0,157,-2.1,-4.3
ID,-116.23,48.06,16762,71,0,254,4,-0.6
ID,-116.23,48.06,16761,66,5,249,4.7,-3.9
ID,-116.23,48.06,16760,61,0,249,-1.3,-8.5
ID,-116.23,48.06,16759,66,0,249,-2.7,-8.9
ID,-116.23,48.06,16758,69,0,249,-0.9,-6.2
ID,-116.23,48.06,16757,74,0,249,-1.6,-4.6
ID,-116.23,48.06,16756,48,36,213,3.7,-4.6
ID,-116.23,48.06,16755,51,0,213,-1.8,-5.1
ID,-115.82,47.56,16762,30,3,170,5,-0.2
ID,-115.82,47.56,16761,30,0,170,5.1,-2.9
ID,-115.82,47.56,16760,30,0,170,-0.2,-7.6
ID,-115.82,47.56,16759,30,0,170,-3.9,-9
ID,-115.82,47.56,16758,30,0,170,-2.4,-5.6
ID,-115.82,47.56,16757,30,0,170,-2.4,-4.8
ID,-115.82,47.56,16756,23,10,160,2.2,-4.9
ID,-115.82,47.56,16755,23,0,160,-3.3,-5.8
MT,-115.62,48.13,16762,71,0,429,4.3,-2.8
MT,-115.62,48.13,16761,71,0,429,5.7,-2.8
MT,-115.62,48.13,16760,71,0,429,3.2,-6.3
MT,-115.62,48.13,16759,71,3,427,-3.1,-6.4
MT,-115.62,48.13,16758,74,0,427,-1.2,-3.7
MT,-115.62,48.13,16757,71,5,422,-0.5,-3.5
MT,-115.62,48.13,16756,48,53,368,4.2,-3.2
MT,-115.62,48.13,16755,46,3,366,-0.7,-3.4
ID,-116.27,47.15,16762,28,0,188,5,-1.5
ID,-116.27,47.15,16761,25,0,188,1.5,-3.3
ID,-116.27,47.15,16760,20,0,188,-1.1,-7.2
ID,-116.27,47.15,16759,18,3,185,-2.9,-7.1
ID,-116.27,47.15,16758,15,3,183,-0.5,-3.7
ID,-116.27,47.15,16757,15,3,180,0.1,-2.4
ID,-116.27,47.15,16756,10,20,160,4.8,-2.9
ID,-116.27,47.15,16755,8,3,157,-1.7,-4.4
ID,-115.3,46.76,16762,124,0,312,5.9,-0.8
ID,-115.3,46.76,16761,124,0,312,6.2,-4.2
ID,-115.3,46.76,16760,124,0,312,-1.3,-9.1
ID,-115.3,46.76,16759,124,0,312,-5.9,-9.8
ID,-115.3,46.76,16758,122,3,310,-3.3,-6.3
ID,-115.3,46.76,16757,112,10,300,-3,-5.9
ID,-115.3,46.76,16756,69,43,257,0.8,-6.9
ID,-115.3,46.76,16755,69,0,257,-4.7,-7.4
ID,-116.12,46.84,16762,74,3,226,5.2,-1.3
ID,-116.12,46.84,16761,71,3,224,5.3,-3
ID,-116.12,46.84,16760,74,3,221,-0.2,-7.5
ID,-116.12,46.84,16759,71,0,221,-3.2,-9.2
ID,-116.12,46.84,16758,69,0,221,-3,-5
ID,-116.12,46.84,16757,71,0,221,-2.8,-4.7
ID,-116.12,46.84,16756,43,33,188,1.7,-5.5
ID,-116.12,46.84,16755,43,0,188,-3.7,-6.5
ID,-115.74,46.57,16762,48,3,229,6.1,-4.1
ID,-115.74,46.57,16761,48,0,229,2.6,-6.1
ID,-115.74,46.57,16760,48,0,229,-0.9,-8.6
ID,-115.74,46.57,16759,48,0,229,-2,-7.6
ID,-115.74,46.57,16758,43,5,224,0.5,-2.3
ID,-115.74,46.57,16757,43,0,224,0.5,-3.3
ID,-115.74,46.57,16756,20,28,196,4.1,-3.2
ID,-115.74,46.57,16755,20,0,196,-0.8,-4
ID,-116.07,48.31,16762,173,3,577,2.6,-2.2
ID,-116.07,48.31,16761,170,0,577,2.9,-4.9
ID,-116.07,48.31,16760,173,0,577,-1.8,-8.5
ID,-116.07,48.31,16759,188,0,577,-4.7,-10.8
ID,-116.07,48.31,16758,198,0,577,-1.6,-6.2
ID,-116.07,48.31,16757,213,3,574,-2.1,-4.5
ID,-116.07,48.31,16756,150,97,478,3.6,-5.1
ID,-116.07,48.31,16755,150,0,478,-2.6,-5.1
ID,-115.96,47.08,16762,160,0,320,3.8,0.1
ID,-115.96,47.08,16761,160,0,320,4.5,-0.9
ID,-115.96,47.08,16760,160,0,320,-0.2,-8.2
ID,-115.96,47.08,16759,160,0,320,-4.5,-10.9
ID,-115.96,47.08,16758,157,3,318,-2.5,-6.1
ID,-115.96,47.08,16757,157,0,318,-3.5,-5.8
ID,-115.96,47.08,16756,81,76,241,1.2,-6
ID,-115.96,47.08,16755,81,0,241,-3.9,-6.8
ID,-116.34,46.95,16762,18,3,152,12.3,-5.8
ID,-116.34,46.95,16761,15,0,152,10.9,-8.2
ID,-116.34,46.95,16760,10,0,152,7.3,-9.2
ID,-116.34,46.95,16759,10,0,152,6.8,-8.4
ID,-116.34,46.95,16758,10,0,152,2.3,-2.6
ID,-116.34,46.95,16757,10,0,152,7.7,-2.2
ID,-116.34,46.95,16756,8,10,142,6.7,-0.5
ID,-116.34,46.95,16755,0,18,124,6.1,-1.8
ID,-115.78,47.53,16762,38,0,216,8.3,-3.8
ID,-115.78,47.53,16761,28,3,213,7.7,-6
ID,-115.78,47.53,16760,13,3,211,4.8,-8.4
ID,-115.78,47.53,16759,13,0,211,2.9,-8.4
ID,-115.78,47.53,16758,13,0,211,1,-2.3
ID,-115.78,47.53,16757,13,0,211,2.1,-1
ID,-115.78,47.53,16756,3,36,175,4.4,-2.1
ID,-115.78,47.53,16755,3,0,175,-0.6,-2.7
ID,-115.7,47.46,16762,58,0,208,5.2,-0.4
ID,-115.7,47.46,16761,51,3,206,4.8,-2.4
ID,-115.7,47.46,16760,51,3,203,-0.4,-6.9
ID,-115.7,47.46,16759,56,0,203,-3.2,-8
ID,-115.7,47.46,16758,53,0,203,-1.3,-4.7
ID,-115.7,47.46,16757,61,0,203,-0.9,-3.5
ID,-115.7,47.46,16756,25,46,157,2.3,-4.3
ID,-115.7,47.46,16755,28,0,157,-2.1,-4.3
ID,-116.23,48.06,16762,71,0,254,4,-0.6
ID,-116.23,48.06,16761,66,5,249,4.7,-3.9
ID,-116.23,48.06,16760,61,0,249,-1.3,-8.5
ID,-116.23,48.06,16759,66,0,249,-2.7,-8.9
ID,-116.23,48.06,16758,69,0,249,-0.9,-6.2
ID,-116.23,48.06,16757,74,0,249,-1.6,-4.6
ID,-116.23,48.06,16756,48,36,213,3.7,-4.6
ID,-116.23,48.06,16755,51,0,213,-1.8,-5.1
ID,-115.82,47.56,16762,30,3,170,5,-0.2
ID,-115.82,47.56,16761,30,0,170,5.1,-2.9
ID,-115.82,47.56,16760,30,0,170,-0.2,-7.6
ID,-115.82,47.56,16759,30,0,170,-3.9,-9
ID,-115.82,47.56,16758,30,0,170,-2.4,-5.6
ID,-115.82,47.56,16757,30,0,170,-2.4,-4.8
ID,-115.82,47.56,16756,23,10,160,2.2,-4.9
ID,-115.82,47.56,16755,23,0,160,-3.3,-5.8
MT,-115.62,48.13,16762,71,0,429,4.3,-2.8
MT,-115.62,48.13,16761,71,0,429,5.7,-2.8
MT,-115.62,48.13,16760,71,0,429,3.2,-6.3
MT,-115.62,48.13,16759,71,3,427,-3.1,-6.4
MT,-115.62,48.13,16758,74,0,427,-1.2,-3.7
MT,-115.62,48.13,16757,71,5,422,-0.5,-3.5
MT,-115.62,48.13,16756,48,53,368,4.2,-3.2
MT,-115.62,48.13,16755,46,3,366,-0.7,-3.4
MT,-115.03,46.98,16762,104,3,257,3.3,-3.9
MT,-115.03,46.98,16761,104,0,257,0.4,-6.2
MT,-115.03,46.98,16760,104,0,257,-3.5,-10.2
MT,-115.03,46.98,16759,104,0,257,-5.8,-9.3
MT,-115.03,46.98,16758,102,3,254,-2.7,-5.9
MT,-115.03,46.98,16757,104,0,254,-2.7,-5.3
MT,-115.03,46.98,16756,48,46,208,1.5,-5.8
MT,-115.03,46.98,16755,53,0,208,-3.3,-6.2
UT,-111.47,41.92,16762,46,0,97,7.4,-9.8
UT,-111.47,41.92,16761,46,3,94,5.2,-11.2
UT,-111.47,41.92,16760,46,0,94,0.4,-16.6
UT,-111.47,41.92,16759,41,8,86,1.3,-14.3
UT,-111.47,41.92,16758,23,15,71,1.6,-3.2
UT,-111.47,41.92,16757,23,0,71,-0.2,-5.1
UT,-111.47,41.92,16756,23,0,71,-1.1,-11
UT,-111.47,41.92,16755,23,0,71,1,-10
UT,-111.6,41.97,16762,53,3,107,9.7,-8.1
UT,-111.6,41.97,16761,53,0,107,6.2,-9.8
UT,-111.6,41.97,16760,53,0,107,2.4,-16.1
UT,-111.6,41.97,16759,43,13,94,3.4,-12.4
UT,-111.6,41.97,16758,23,18,76,3.5,-2.1
UT,-111.6,41.97,16757,23,0,76,1.3,-2.8
UT,-111.6,41.97,16756,23,0,76,-1.2,-9.9
UT,-111.6,41.97,16755,23,0,76,1.7,-6.4
UT,-111.57,41.89,16762,15,0,109,12,-8.1
UT,-111.57,41.89,16761,15,0,109,9,-10.3
UT,-111.57,41.89,16760,15,0,109,5.4,-14
UT,-111.57,41.89,16759,8,20,89,3.7,-10.7
UT,-111.57,41.89,16758,0,18,71,3.8,-2.8
UT,-111.57,41.89,16757,0,0,71,4.2,-2.8
UT,-111.57,41.89,16756,0,0,71,1.5,-9.1
UT,-111.57,41.89,16755,0,0,71,5,-4.1
UT,-111.51,41.86,16762,69,0,140,4.6,-3.7
UT,-111.51,41.86,16761,69,0,140,3,-6.1
UT,-111.51,41.86,16760,69,0,140,-3.6,-13.3
UT,-111.51,41.86,16759,53,20,119,-0.2,-12.4
UT,-111.51,41.86,16758,30,23,97,0.3,-5.5
UT,-111.51,41.86,16757,30,0,97,-3.5,-8.1
UT,-111.51,41.86,16756,30,3,94,-4.2,-10.7
UT,-111.51,41.86,16755,30,0,94,-0.5,-10.1
UT,-111.55,41.79,16762,53,0,69,8.1,0.4
UT,-111.55,41.79,16761,53,0,69,6.3,-4.7
UT,-111.55,41.79,16760,53,0,69,1.4,-10.2
UT,-111.55,41.79,16759,46,10,58,2.3,-8.9
UT,-111.55,41.79,16758,30,10,48,1.7,-2.8
UT,-111.55,41.79,16757,30,0,48,1.5,-4.5
UT,-111.55,41.79,16756,30,0,48,-2.3,-9.1
UT,-111.55,41.79,16755,30,0,48,0.7,-7.7
ID,-111.96,42.52,16762,41,3,124,6.5,-2.3
ID,-111.96,42.52,16761,41,0,124,4.7,-6.1
ID,-111.96,42.52,16760,41,0,124,-0.1,-10.1
ID,-111.96,42.52,16759,41,0,124,0.6,-9.9
ID,-111.96,42.52,16758,20,23,102,0.5,-5
ID,-111.96,42.52,16757,20,0,102,-0.3,-6.4
ID,-111.96,42.52,16756,20,0,102,-4.3,-11
ID,-111.96,42.52,16755,20,0,102,0.1,-8.5
WY,-110.68,42.15,16762,30,0,36,10,-8.5
WY,-110.68,42.15,16761,30,0,36,8.1,-8.8
WY,-110.68,42.15,16760,30,0,36,1.3,-18.2
WY,-110.68,42.15,16759,30,0,36,0.7,-15.6
WY,-110.68,42.15,16758,13,13,23,0.7,-5.6
WY,-110.68,42.15,16757,13,0,23,0.7,-6.4
WY,-110.68,42.15,16756,10,3,20,-2.2,-9.8
WY,-110.68,42.15,16755,10,0,20,4.8,-8.4
WY,-110.81,42.65,16762,74,0,119,6.5,-9.8
WY,-110.81,42.65,16761,74,0,119,2.9,-11.6
WY,-110.81,42.65,16760,74,0,119,-0.1,-17.6
WY,-110.81,42.65,16759,64,13,107,0.6,-16.9
WY,-110.81,42.65,16758,38,23,84,0.6,-5.9
WY,-110.81,42.65,16757,38,0,84,-1.6,-7.4
WY,-110.81,42.65,16756,36,3,81,-2.5,-8.5
WY,-110.81,42.65,16755,36,0,81,0.8,-7.1
ID,-111.56,42.36,16762,43,3,127,7.6,-5.5
ID,-111.56,42.36,16761,43,0,127,5,-9.9
ID,-111.56,42.36,16760,43,0,127,-1,-13.8
ID,-111.56,42.36,16759,41,5,122,0.5,-11.8
ID,-111.56,42.36,16758,23,15,107,0.7,-3.6
ID,-111.56,42.36,16757,20,0,107,1,-5.2
ID,-111.56,42.36,16756,20,3,104,-4.8,-9.4
ID,-111.56,42.36,16755,20,0,104,-0.2,-8.2
ID,-111.17,42.41,16762,23,0,51,8.5,-10.3
ID,-111.17,42.41,16761,23,0,51,7.3,-12.3
ID,-111.17,42.41,16760,23,0,51,1.7,-18
ID,-111.17,42.41,16759,23,0,51,2.3,-15.2
ID,-111.17,42.41,16758,8,15,36,2,-2.8
ID,-111.17,42.41,16757,8,0,36,1.3,-4.1
ID,-111.17,42.41,16756,5,0,36,0.4,-10.3
ID,-111.17,42.41,16755,5,0,36,1,-6.4
ID,-112.13,42.26,16762,10,3,97,8.9,0.8
ID,-112.13,42.26,16761,13,0,97,7.2,-3.1
ID,-112.13,42.26,16760,13,0,97,3.3,-7.5
ID,-112.13,42.26,16759,13,0,97,1.6,-7.3
ID,-112.13,42.26,16758,0,13,84,1.5,-1.6
ID,-112.13,42.26,16757,0,0,84,3.9,-3.4
ID,-112.13,42.26,16756,0,0,84,-3.1,-8.4
ID,-112.13,42.26,16755,0,0,84,2.3,-6.3
ID,-112.48,42.76,16762,46,3,127,6.9,-6
ID,-112.48,42.76,16761,46,0,127,1.5,-8
ID,-112.48,42.76,16760,46,0,127,0.4,-11.6
ID,-112.48,42.76,16759,41,5,122,3.3,-10.3
ID,-112.48,42.76,16758,33,8,114,4.3,-2.1
ID,-112.48,42.76,16757,33,0,114,2.4,-2.3
ID,-112.48,42.76,16756,30,0,114,-0.6,-7.2
ID,-112.48,42.76,16755,28,3,112,2.2,-6.9
WY,-110.68,42.3,16762,71,5,64,5,-4.9
WY,-110.68,42.3,16761,71,0,64,1.8,-6.8
WY,-110.68,42.3,16760,71,0,64,-3.4,-15.3
WY,-110.68,42.3,16759,69,3,61,-1.9,-15.6
WY,-110.68,42.3,16758,41,20,41,-1.9,-9
WY,-110.68,42.3,16757,41,0,41,-5.3,-10.6
WY,-110.68,42.3,16756,38,3,38,-6.1,-12
WY,-110.68,42.3,16755,38,0,38,-0.4,-10.5
WY,-110.84,42.82,16762,89,3,160,9.3,-6.8
WY,-110.84,42.82,16761,89,0,160,5.6,-9.7
WY,-110.84,42.82,16760,89,0,160,0.8,-15.2
WY,-110.84,42.82,16759,84,5,155,0,-14.7
WY,-110.84,42.82,16758,56,28,127,-0.1,-7.6
WY,-110.84,42.82,16757,51,8,119,-2.7,-8.5
WY,-110.84,42.82,16756,51,0,119,-3.4,-12.4
WY,-110.84,42.82,16755,51,0,119,-0.4,-8
ID,-111.6,42.05,16762,76,0,117,8.8,-3.4
ID,-111.6,42.05,16761,76,0,117,5.5,-9.2
